name,gender,attributes,colour,price,category,desc
KATE SOMERVILLE 120ML DELIKATE SOOTHING CLEANSER,female,NA,multi,£30.00,MOISTURISERS,"Calling all skincare fans! Whether you're a skincare guru or just starting out, give your skin some TLC with this hydrating moisturiser from our latest collection. Perfect for adding moisture back into the skin, layering under makeup for maximum hydration, or wearing alone for added glow, this moisturiser is a skincare essential, girl. Wear on top of hyaluronic acid and under SPF for ultimate glow goals. For best results, apply liberally to the face as often as needed."
Black Maternity High Neck Sleeveless Top,female,95% Cotton 5% Elastane. Model wears size 10. machine wash,black,£6.00,MATERNITY TOPS,"Calling all yummy mummies-to-be: Frumpy maternity outfits are officially a thing of the past! Designed especially to fit your changing shape, take your hot-mama style game to the next level with soft and comfortable (but always bump-flattering!) maternity t-shirts, maternity vest tops, and maternity blouses. Keep it casual and team with leggings, or elevate your look with over-the-bump skinny jeans. The best bit? This one would look just as good whether you’re heading for a brunch date or a picnic in the park. Just pair with chunky trainers and you’re good to go!"
Plus Seam Detail High Neck Top,female,100% Polyester. Machine wash. Model wears UK size 16.,ecru,£7.50,PLUS SIZE TOPS,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Black Tall Textured Seersucker Off Shoulder Smock Top,female,95% Polyester. 5% Elastane. Machine Wash. Model wears UK size 10.,black,£12.00,TALL TOPS,"Tall ladies, meet your new go-to tops. Featuring failsafe basics, achingly-cool tees, wow-worthy bodysuits, and many more, the boohoo tall tops collection includes all of the core pieces your wardrobe is missing. Stock up on tall blouses to wear with your fave jeans or choose a tall t shirt that can be worn with everything from joggers to skirts. Our long length tops were made with tall girls in mind...we got you."
Beige Brushed Rib High Neck Long Sleeve Top,female,NA,taupe,£11.25,HIGH NECK TOPS,"Featuring a high neckline for a sophisticated and chic take, cover up with this high neck top from our new arrivals. From roll neck tops and turtlenecks to high-cut blouses, this is a classic and modest style that can work with any outfit. Leather-look trousers are great with a bright red sheer high neck top and ankle boots, or ward off the winter chills with a turtleneck top, high-waisted jeans, rocker boots and a pastel puffer…it’s a vibe."
Plus Rib Collar Longline Crop Top,female,97% Polyester 3% Elastane. Machine wash. Model Wears UK Size,navy,£11.25,PLUS SIZE TOPS,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Petite Basic Cotton Boxy Fit T-shirt,female,NA,white,£6.00,NEW IN,"Gain some serious style points this season in this petite top. Cut shorter to ensure the perfect fit, our tops for petite women are designed for queens 5’3’’ and below. From petite t-shirts to petite blouses, we’ve got all the new-season styles you need in your wardrobe. Feeling casual? Dress it down with a pair of straight leg jeans and chunky trainers. If out out is more your vibe, team with some distressed hem shorts and killer heels for a major style statement."
Tall Varsity Printed Oversized Sweatshirt,female,"70% Polyester, 30% Cotton. Machine wash. Model wears UK size 10.",navy,£18.75,TALL HOODIES & SWEATSHIRTS,"Cosy season has arrived and that means the time for cute and comfy casual wear. Love at first scroll happens when you arrive at these tall hoodies and sweatshirts. Varied in colours and styles, and tailored for tall girls, these tall hoodies and sweats are a must-have all year round, but especially for nights in and binge-watching sessions. Designed to fit 5’7 and over, these pieces are soft and comfortable, longerline and have more fabric in the arms and torso."
Purple Tall One Shoulder Keyhole Detail Slinky Bodysuit,female,95% Polyester. 5% Elastane. Machine Wash. Model Wears UK Size 10.,purple,£9.00,TALL BODYSUITS,"Tall girls, we’ve got your back this season. This tall bodysuit is designed specifically for women 5’7” and over, perfect for longer torsos with a seamless, tucked-in finish, ideal for accentuating the figure. Say goodbye to clothes that compromise on comfort - our tall bodysuits are comfortable and practical, as well as versatile. Style these with ease, accessorising to your exact tastes and dress up or down to suit the occasion."
Plus Applique Dsgn Studio Oversized T-shirt,female,"95% polyester, 5% Elastane. Machine wash, Model wears UK size 16.",white,£9.00,PLUS SIZE TOPS,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Strappy Crochet Lace Skater Midi Dress,female,NA,black,£45.00,DRESSES,"Crochet dresses are a big YES in our style bible, and this one is straight to the top of our wish list. Featuring a classic crochet design for an on-trend look, the detail and texture in crochet dresses makes them unique, stylish, and a seriously cool addition to your new-season wardrobe. A white crochet dress will really make your tan pop or pair a black crochet dress with gold sandals for a killer look that takes you from sundowners to dinner."
Leather Look High Waisted Flared Trousers,female,Coating: 100% Polyurethane Backing: 95% Polyester 5% Elastane. Wipe clean with a damp cloth. Model wears size 10.,ecru,£18.75,TROUSERS,"Want leather look trousers without compromising your values? We got you. These faux leather trousers are the best of both worlds; an animal conscious alternative to real leather made entirely or for the most part with vegan leather, but with that same thick and stretchy material that perfectly contours the shape of your body. These leather-look trousers are versatile, perfect for casual, comfortable wear - but also super easy to dress up and serve looks in the club."
Crinkle Textured Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,baby blue,£20.00,NEW IN,"Nail the basics this season with a shirt from our latest collection. Featuring a classic collar, button detailing and a tailored fit, this one can be dressed up or down depending on your vibe. From boardroom looks to lazy brunches, when the weekend calls, throw on and go with a long sleeve shirt over a classic roll neck. Just add a pair of white trainers and your casual uniform is sorted. Want to stay fresh all day long? Throw on a staple white shirt with your most coveted denim."
Grey Plus Applique Dsgn Studio Oversized T-shirt,female,"95% polyester, 5% Elastane. Machine wash, Model wears UK size 16.",grey marl,£12.00,NEW IN,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Button Front Lace Cropped Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,black,£15.00,SHIRTS,"Nail the basics this season with a shirt from our latest collection. Featuring a classic collar, button detailing and a tailored fit, this one can be dressed up or down depending on your vibe. From boardroom looks to lazy brunches, when the weekend calls, throw on and go with a long sleeve shirt over a classic roll neck. Just add a pair of white trainers and your casual uniform is sorted. Want to stay fresh all day long? Throw on a staple white shirt with your most coveted denim."
